JD,1,惠送
JD,2,快送
JD,4,际闪送
JD,5,城当日达
JD,6,晨达
JD,7,小件
JD,8,鲜专送
JD,16,生鲜特快
JD,17,生鲜特惠
JD,20,函数达
JD,21,特惠包裹
JD,24,特惠小件
JD,26,冷链专送
JDKY,1,零担
JDKY,2,整车
JDKY,3,特惠送
JDKY,4,特快送
JDKY,5,特惠运
JDKY,6,特准运
JDKY,7,航空代理
JDKY,8,航空直客
JDKY,9,铁路直客
JDKY,10,特惠整车
JDKY,11,特惠拼车
JDKY,12,同城直配
JDKY,13,冷链卡班
JDKY,14,冷链专车
JDKY,15,冷链成配
JDKY,16,送货到仓
JDKY,17,医药零担
JDKY,18,医药整车
JDKY,25,特快重货
BETWL,1,慢件
BETWL,2,快件
BETWL,3,航空
